,date,assetid,signal,returns_0,returns_1,returns_2,returns_3,returns_4,returns_5,returns_6,returns_7,returns_8,returns_9,returns_10
0,2006-11-30 16:00:00,124706,-1.0,0.04492592489894265,-0.014270685073540235,,-0.00021760060787934243,-0.02175687109787146,-0.006927229902833086,-0.0019741921481784114,-0.02432650924531497,-0.005791504893575593,0.0013760895316837283,0.032433086715088766
1,2007-01-24 16:00:00,124706,0.0,-0.02015595335952083,0.0005683069508091131,-0.0071103555375256035,0.00366021817560147,-0.027395675775675164,0.0639315353378388,0.016639083152752476,-0.019510539357149883,-0.025580629777412565,0.006156194472689721,-0.015111938775937063
2,2007-02-07 16:00:00,124706,0.0,-0.015111938775937063,,0.012480805702337672,-0.006517959067211968,-0.0005161184684632676,0.015268088062370833,0.0012044044147428794,0.006048999124962771,-0.0022428363828881645,-0.0015051301277896425,0.017104204022637542
3,2007-02-23 16:00:00,124706,-1.0,0.01817783687434044,-0.011036784707225623,0.0211905116851617,-0.013142992555913226,0.013982398726987323,-0.014829983546359487,0.01471056086590239,-0.019484764664657893,0.0017222985441785884,-0.0034674761943279814,-0.02287070670741044
4,2007-03-08 16:00:00,124706,-1.0,-0.0034674761943279814,-0.02287070670741044,-0.003738444116905718,0.008843778472937613,-0.006505015515046059,-0.0007271734718328317,-0.015531178809689718,-0.010105152864648692,-0.009714044332811813,0.013956162224491211,0.0023180960251331225
5,2007-04-13 16:00:00,124706,0.0,0.007785161043736105,0.026588212564575303,0.0017104935582975692,-0.00801921774786941,-0.002130874696961309,-0.00929884409754844,0.0015809492776132682,-0.012424949229843064,-0.00017092362465969194,-0.005087918460151587,-0.01147565226128249
6,2007-05-11 16:00:00,124706,0.0,0.03973809102853338,0.016552054710827,0.008464222968620042,0.005896296636203982,-0.02300433118167371,-0.0036700645598301516,0.022132991602055774,0.019765746125030324,0.01883900948253223,0.01247837355275656,-0.0024308450431863114
7,2007-05-22 16:00:00,124706,0.0,0.019765746125030324,0.01883900948253223,0.01247837355275656,-0.0024308450431863114,0.004584072250477752,0.0007719997379725015,-0.018276695895691097,-0.014484612978417593,-0.001980996424685133,-0.02800559631414725,0.005185927683886638
8,2007-06-12 16:00:00,124706,0.0,0.011266366338359868,-0.005193904517687819,-0.012044048932031919,-0.006337218259459748,-0.0070117199965194325,-0.011385261109793881,0.010857619275467339,0.007666133049030864,0.006138582295984154,-0.006665703831733674,0.001207736820839269
9,2007-06-28 16:00:00,124706,0.0,0.0015712506851155129,-0.0338652573791457,-0.001634025108192114,0.00037957252337801053,-0.00012434146639458943,-0.0008807756116672207,0.015837893465558577,0.0013953419317869094,-0.004391201560162094,-0.0029936244602297313,0.004817686376539544
10,2007-07-12 16:00:00,124706,1.0,-0.0029936244602297313,0.004817686376539544,0.005133752719818006,-0.013518545509773027,0.012716376498829476,0.0046636718907594795,-0.012579634032275466,-0.012131474511406332,-0.0007868066787829128,-0.0032889973750564044,-0.01519526912783134
11,2007-08-17 16:00:00,124706,1.0,-0.012919103605616778,0.01858650889486226,-0.025811964927732464,0.023204330040279365,0.012365542432782255,-0.0046400838374916105,-0.002700994652668723,-0.040489556148845356,-0.002059670727366356,-0.017788033724207994,0.017695798228980257
12,2007-09-11 16:00:00,124706,0.0,0.012532425136493186,-0.01558234226941295,-0.017978717083442397,0.005368011698642769,-0.009800837634725239,0.02494833427678398,0.03451412002608629,0.004902907082263911,0.009136230820672008,-0.015662874230818417,-0.014034807359993148
13,2007-10-10 16:00:00,124706,0.0,-0.009085328495796012,-0.009198986338421266,-0.0007129379237820451,0.00927133900929384,0.008118710652659194,-0.023442084751672976,0.009796149897440334,0.012556373319941246,-0.0007182793226502872,-0.010116089572416536,0.012218246748756115
14,2007-10-26 16:00:00,124706,0.0,-0.0051870417223303395,0.004346755891273448,0.018450334882745785,0.01611659992653533,-0.01610250772670079,0.01580175487205163,0.009398221005375658,-0.025525328474968377,0.007141779650705227,0.025961435966761048,0.01947762659579237
15,2007-11-09 16:00:00,124706,0.0,0.01947762659579237,-0.005944299399115421,-0.011416669759431765,-0.022598408875284696,0.005698851999812918,-0.04006870039386246,0.012616384710802155,-0.03254633216913844,0.009037684645172319,-0.016878707198022286,0.03903742726852857
16,2007-11-27 16:00:00,124706,-1.0,-0.014096428575836139,0.02608652458493255,-0.012346739521214418,0.019358604339611687,0.019011384043161363,-0.005835064266364964,-0.0248857928965463,-0.2240742519601371,-0.006363967264551973,0.01986960573716505,-0.015128106870024492
17,2008-01-04 16:00:00,124706,0.0,-0.02724110754258468,0.002651528302943878,-0.023900683436968363,0.033817502213906864,0.025908459829654066,-0.032569282266566954,0.022183517091225888,0.038024731480088565,0.011828316737056536,0.011624540656500917,-0.014424781595211027
18,2008-01-11 16:00:00,124706,0.0,-0.032569282266566954,0.022183517091225888,0.038024731480088565,0.011828316737056536,0.011624540656500917,-0.014424781595211027,-0.010015019289691311,-0.032908402508110834,0.0058977282847527505,-0.017000588406656327,0.025994761581144832
19,2008-02-08 16:00:00,124706,0.0,-0.12313862050332891,-0.00395860288029168,-0.0038235934259889656,-0.0021013361915756864,0.028927047152135902,0.02638956449318976,-0.01805157573225766,-0.012177104260865568,-0.021654950487416995,0.01629148833020335,-0.012360520556583574
20,2008-04-07 16:00:00,124706,0.0,0.01615585132939078,-0.019664413494698336,-0.02879993306645958,-0.0016556412152164083,-0.013415168641647532,0.004805039833109814,0.009600942742914127,0.07296634332875797,-0.0861917789188426,0.005233289203304906,-0.002509406897205501
21,2008-06-13 16:00:00,124706,0.0,0.0032161652213145205,0.009801321455547933,0.0025200084432829865,-0.017579653044146205,0.005549562948026451,-0.00921684905051811,-0.041956424604870785,-0.01874966272790768,0.03458627950455047,-0.001348849338135609,-0.007177050630100833
22,2008-08-08 16:00:00,124706,-1.0,0.007223044386819699,-0.01622204852742866,-0.011444911072657018,0.009968341597354814,0.011233609742383492,0.006248616371174718,0.01546384289457102,-0.01492960035021538,-0.011201687601477009,-0.0038734594747497153,0.0241454301082049
23,2008-09-09 16:00:00,124706,0.0,0.003506644252452864,-0.0069231776612078254,-0.0016914282884020557,8.04988033255901e-05,0.034788051777219366,-0.01859690745937427,-0.004357123656082672,-0.03736096290153208,0.017223649568187772,-0.0073063150671558025,-0.020234144707493032
24,2008-09-19 16:00:00,124706,0.0,0.017223649568187772,-0.0073063150671558025,-0.020234144707493032,-0.026759587304767764,-0.018202920504815475,-0.03223995895007644,-0.01967894968009016,0.031725861872408535,-0.02400490268959344,-0.03391848748973991,-0.05953840393202746
25,2008-12-10 16:00:00,124706,0.0,0.04561484757239256,-0.01734859439214644,-0.014679774668321963,-0.024857159032689556,-0.007544127941519624,0.060526431435368865,-0.02828400006491989,0.011239644892270806,-0.017089407797431108,-0.0027276767982877485,-0.011371095719637304
26,2009-01-12 16:00:00,124706,-1.0,0.014623703285129467,-0.006655314637939467,-0.013451861686459218,0.011832094241081774,-0.038875778800067776,-0.04054235840509238,0.047662942740944375,-0.01522547999123288,-0.02956769579712254,-0.012646496449555074,-0.0070752927425054655
27,2009-02-06 16:00:00,124706,0.0,0.014522677100163486,-0.0035133840386986593,0.04072517651273387,0.001367747116515855,-0.01527190425929932,0.0007990096993322829,0.01121972224516625,0.01795944808034979,0.0464609277496073,0.017529684541500647,0.028983850693795637
28,2009-03-10 16:00:00,124706,0.0,-0.0432372418856531,-0.024740674668087458,-0.01008891910588864,0.0906330888880762,0.030496139617048737,0.010818262437721271,-0.015400553228970004,0.0243530519833806,-0.03376554887748165,-0.021660436531468596,-0.004884755139396547
29,2009-05-11 16:00:00,124706,0.0,-0.009024492763791893,-0.031159990244084546,0.001429232488517937,-0.008750879787979686,-0.0142380648402632,-0.03253887895313988,0.007218795773832236,0.026296108990061403,-0.04493921999177888,,0.021476819123299906
30,2009-08-07 16:00:00,124706,1.0,0.006561498079926186,-0.003164490635789985,-0.0036682005734196,0.015181705452682605,0.005328702691855484,-0.008125905536946728,0.003917705012654746,-0.00028167032620765586,-0.0036698067411534644,-0.006437906635823271,0.013484206517540544
31,2009-09-09 16:00:00,124706,0.0,0.0020359952159302464,-0.0001297125712969166,0.035669114079344345,0.005778942567271006,-0.007397991453660566,-0.0004379943243216708,-0.012392091531082856,0.013038153066495323,-0.02744730900968336,-0.00274828048274316,0.0013514419676056537
